,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of previous modifications,Number of previous fixes,Number of committers,Number of developer commits,Number of bugs
11112,L120859,ClusterNetworkTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/cluster/ClusterNetworkTest.java,L120854,27,0,414,21,0,8,5350,0
11113,L120860,ClusterRandomTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/cluster/ClusterRandomTest.java,L120854,2,0,45,2,0,2,310,0
11114,L120861,ClusterStateTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/cluster/ClusterStateTest.java,L120854,2,0,138,13,0,3,1296,0
11115,L120862,InstanceIdTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/cluster/InstanceIdTest.java,L120854,1,0,131,7,0,4,1636,0
11116,L121763,ElectionContextTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/election/ElectionContextTest.java,L121762,1,0,174,21,0,5,1296,0
11117,L121764,ElectionStateTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/election/ElectionStateTest.java,L121762,1,0,75,12,0,5,1296,0
11118,L121765,IntegerElectionCredentials.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/election/IntegerElectionCredentials.java,L121762,2,0,15,4,0,3,1296,0
11119,L122026,HeartbeatContextTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/heartbeat/HeartbeatContextTest.java,L122025,3,0,145,23,0,4,5350,0
11120,L122027,HeartbeatIAmAliveProcessorTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/heartbeat/HeartbeatIAmAliveProcessorTest.java,L122025,1,0,130,6,0,1,1296,0
11121,L122028,HeartbeatStateTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/heartbeat/HeartbeatStateTest.java,L122025,1,0,77,22,0,4,5350,0
11122,L122242,MessageArgumentMatcher.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/omega/MessageArgumentMatcher.java,L122241,12,0,59,6,0,3,5350,0
11123,L122243,OmegaContextTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/omega/OmegaContextTest.java,L122241,15,0,208,2,0,2,310,0
11124,L122244,OmegaMessageTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/omega/OmegaMessageTest.java,L122241,1,0,4,2,0,2,310,0
11125,L122245,OmegaStateTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/omega/OmegaStateTest.java,L122241,6,0,212,4,0,2,1296,0
11126,L122726,SnapshotStateTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/snapshot/SnapshotStateTest.java,L122725,1,0,55,3,0,3,2472,0
11127,L118558,LearnerContextTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/LearnerContextTest.java,L118557,1,0,43,6,0,3,5350,0
11128,L118559,LearnerStateTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/LearnerStateTest.java,L118557,1,0,36,6,0,3,5350,0
11129,L118560,MultiPaxosContextTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/MultiPaxosContextTest.java,L118557,1,0,56,8,0,2,5350,0
11130,L118561,MultiPaxosNetworkTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/MultiPaxosNetworkTest.java,L118557,2,0,180,45,0,8,5350,0
11131,L118562,MultiPaxosServer.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/MultiPaxosServer.java,L118557,12,0,217,23,0,9,5350,2
11132,L118563,MultiPaxosServerCluster.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/MultiPaxosServerCluster.java,L118557,4,0,96,3,0,3,5350,0
11133,L118564,MultiPaxosTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/MultiPaxosTest.java,L118557,3,0,57,7,0,5,5350,0
11134,L118565,ProposerStateTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/ProposerStateTest.java,L118557,1,0,127,26,0,4,5350,0
11135,L118860,LearnerContextImplTest.java,enterprise/cluster/src/test/java/org/neo4j/cluster/protocol/atomicbroadcast/multipaxos/context/LearnerContextImplTest.java,L118859,1,0,33,4,0,2,5350,0
11136,L123967,BlockLogBuffer.java,enterprise/com/src/main/java/org/neo4j/com/BlockLogBuffer.java,L123966,6,0,134,22,0,9,665,0
11137,L123968,BlockLogReader.java,enterprise/com/src/main/java/org/neo4j/com/BlockLogReader.java,L123966,9,0,69,8,0,6,310,0
11138,L123969,ChunkingChannelBuffer.java,enterprise/com/src/main/java/org/neo4j/com/ChunkingChannelBuffer.java,L123966,16,0,655,29,0,10,5350,0
11139,L123970,Client.java,enterprise/com/src/main/java/org/neo4j/com/Client.java,L123966,12,0,269,111,0,14,1296,0
11140,L123971,ComException.java,enterprise/com/src/main/java/org/neo4j/com/ComException.java,L123966,1,0,20,6,0,5,310,0
11141,L123972,ConnectionLostHandler.java,enterprise/com/src/main/java/org/neo4j/com/ConnectionLostHandler.java,L123966,1,0,12,4,0,2,310,0
11142,L123973,DechunkingChannelBuffer.java,enterprise/com/src/main/java/org/neo4j/com/DechunkingChannelBuffer.java,L123966,19,0,762,34,0,13,5350,0
11143,L123974,Deserializer.java,enterprise/com/src/main/java/org/neo4j/com/Deserializer.java,L123966,1,0,8,6,0,5,310,0
11144,L123975,IllegalProtocolVersionException.java,enterprise/com/src/main/java/org/neo4j/com/IllegalProtocolVersionException.java,L123966,1,0,38,7,0,5,310,0
11145,L123976,LoggingResourcePoolMonitor.java,enterprise/com/src/main/java/org/neo4j/com/LoggingResourcePoolMonitor.java,L123966,3,0,39,4,0,3,2319,0
11146,L123977,MismatchingVersionHandler.java,enterprise/com/src/main/java/org/neo4j/com/MismatchingVersionHandler.java,L123966,1,0,5,4,0,2,310,0
11147,L123978,ObjectSerializer.java,enterprise/com/src/main/java/org/neo4j/com/ObjectSerializer.java,L123966,1,0,7,6,0,5,310,0
11148,L123979,Protocol.java,enterprise/com/src/main/java/org/neo4j/com/Protocol.java,L123966,14,0,243,20,0,12,5350,0
11149,L123980,RequestContext.java,enterprise/com/src/main/java/org/neo4j/com/RequestContext.java,L123966,4,0,104,16,0,6,5350,0
11150,L123981,RequestType.java,enterprise/com/src/main/java/org/neo4j/com/RequestType.java,L123966,1,0,7,13,0,7,310,0
11151,L123982,ResourcePool.java,enterprise/com/src/main/java/org/neo4j/com/ResourcePool.java,L123966,16,0,195,25,0,9,2319,0
11152,L123983,ResourceReleaser.java,enterprise/com/src/main/java/org/neo4j/com/ResourceReleaser.java,L123966,1,0,11,4,0,2,310,0
11153,L123984,Response.java,enterprise/com/src/main/java/org/neo4j/com/Response.java,L123966,1,0,43,19,0,7,1296,0
11154,L123985,Serializer.java,enterprise/com/src/main/java/org/neo4j/com/Serializer.java,L123966,1,0,7,10,0,7,5350,0
11155,L123986,Server.java,enterprise/com/src/main/java/org/neo4j/com/Server.java,L123966,43,0,626,141,0,18,1296,0
11156,L123987,ServerFailureException.java,enterprise/com/src/main/java/org/neo4j/com/ServerFailureException.java,L123966,1,0,20,3,0,3,310,0
11157,L123988,ServerUtil.java,enterprise/com/src/main/java/org/neo4j/com/ServerUtil.java,L123966,34,0,428,59,0,12,5350,0
11158,L123989,TargetCaller.java,enterprise/com/src/main/java/org/neo4j/com/TargetCaller.java,L123966,1,0,6,5,0,4,2319,0
11159,L123990,TransactionNotPresentOnMasterException.java,enterprise/com/src/main/java/org/neo4j/com/TransactionNotPresentOnMasterException.java,L123966,1,0,8,7,0,4,5350,0
11160,L123991,TransactionStream.java,enterprise/com/src/main/java/org/neo4j/com/TransactionStream.java,L123966,2,0,43,7,0,5,310,0
11161,L123992,TxChecksumVerifier.java,enterprise/com/src/main/java/org/neo4j/com/TxChecksumVerifier.java,L123966,1,0,12,3,0,3,310,0
11162,L123993,TxExtractor.java,enterprise/com/src/main/java/org/neo4j/com/TxExtractor.java,L123966,4,0,44,11,0,7,5350,0
11163,L125082,RequestMonitor.java,enterprise/com/src/main/java/org/neo4j/com/monitor/RequestMonitor.java,L125081,1,0,7,4,0,1,1296,0
11164,L125799,RemoteStoreCopier.java,enterprise/com/src/main/java/org/neo4j/com/storecopy/RemoteStoreCopier.java,L125798,11,0,194,14,0,6,5350,0
11165,L125800,StoreWriter.java,enterprise/com/src/main/java/org/neo4j/com/storecopy/StoreWriter.java,L125798,1,0,10,4,0,3,5350,0
11166,L125801,ToFileStoreWriter.java,enterprise/com/src/main/java/org/neo4j/com/storecopy/ToFileStoreWriter.java,L125798,5,0,59,4,0,3,5350,0
11167,L125802,ToNetworkStoreWriter.java,enterprise/com/src/main/java/org/neo4j/com/storecopy/ToNetworkStoreWriter.java,L125798,3,0,41,4,0,3,5350,0
11168,L123999,ClientCrashingWriter.java,enterprise/com/src/test/java/org/neo4j/com/ClientCrashingWriter.java,L123998,5,0,38,6,0,5,310,0
11169,L124000,DataProducer.java,enterprise/com/src/test/java/org/neo4j/com/DataProducer.java,L123998,4,0,37,3,0,3,310,0
11170,L124001,FailingByteChannel.java,enterprise/com/src/test/java/org/neo4j/com/FailingByteChannel.java,L123998,2,0,19,4,0,4,310,0
11171,L124002,FailingException.java,enterprise/com/src/test/java/org/neo4j/com/FailingException.java,L123998,1,0,8,3,0,3,310,0
11172,L124003,KnownDataByteChannel.java,enterprise/com/src/test/java/org/neo4j/com/KnownDataByteChannel.java,L123998,3,0,40,6,0,4,310,0
11173,L124004,LoggingResourcePoolMonitorTest.java,enterprise/com/src/test/java/org/neo4j/com/LoggingResourcePoolMonitorTest.java,L123998,1,0,34,4,0,3,2319,0
11174,L124005,MadeUpClient.java,enterprise/com/src/test/java/org/neo4j/com/MadeUpClient.java,L123998,2,0,125,54,0,13,1296,0
11175,L124006,MadeUpCommunicationInterface.java,enterprise/com/src/test/java/org/neo4j/com/MadeUpCommunicationInterface.java,L123998,1,0,9,8,0,5,310,0
11176,L124007,MadeUpException.java,enterprise/com/src/test/java/org/neo4j/com/MadeUpException.java,L123998,1,0,12,4,0,4,310,0
11177,L124008,MadeUpServer.java,enterprise/com/src/test/java/org/neo4j/com/MadeUpServer.java,L123998,2,0,170,54,0,12,1296,0
11178,L124009,MadeUpServerImplementation.java,enterprise/com/src/test/java/org/neo4j/com/MadeUpServerImplementation.java,L123998,4,0,64,3,0,3,310,0
11179,L124010,MadeUpServerProcess.java,enterprise/com/src/test/java/org/neo4j/com/MadeUpServerProcess.java,L123998,8,0,76,16,0,8,310,0
11180,L124011,MadeUpWriter.java,enterprise/com/src/test/java/org/neo4j/com/MadeUpWriter.java,L123998,1,0,6,5,0,4,310,0
11181,L124012,RecordingChannel.java,enterprise/com/src/test/java/org/neo4j/com/RecordingChannel.java,L123998,3,0,279,4,0,3,5350,0
11182,L124013,ResourcePoolTest.java,enterprise/com/src/test/java/org/neo4j/com/ResourcePoolTest.java,L123998,17,0,353,7,0,5,5350,0
11183,L124014,ServerInterface.java,enterprise/com/src/test/java/org/neo4j/com/ServerInterface.java,L123998,1,0,6,4,0,4,310,0
11184,L124015,ServerTest.java,enterprise/com/src/test/java/org/neo4j/com/ServerTest.java,L123998,3,0,88,8,0,4,1296,0
11185,L124016,ServerUtilTest.java,enterprise/com/src/test/java/org/neo4j/com/ServerUtilTest.java,L123998,6,0,319,20,0,8,5350,0
11186,L124017,StartupData.java,enterprise/com/src/test/java/org/neo4j/com/StartupData.java,L123998,1,0,22,7,0,6,310,0
11187,L124018,TestCommunication.java,enterprise/com/src/test/java/org/neo4j/com/TestCommunication.java,L123998,15,0,381,34,0,9,5350,0
11188,L124019,TestSlaveContext.java,enterprise/com/src/test/java/org/neo4j/com/TestSlaveContext.java,L123998,1,0,16,9,0,6,310,0
11189,L124020,ToAssertionWriter.java,enterprise/com/src/test/java/org/neo4j/com/ToAssertionWriter.java,L123998,5,0,35,5,0,4,310,0
11190,L124021,ToChannelBufferWriter.java,enterprise/com/src/test/java/org/neo4j/com/ToChannelBufferWriter.java,L123998,2,0,28,10,0,5,1296,0
11191,L124022,TxExtractorTest.java,enterprise/com/src/test/java/org/neo4j/com/TxExtractorTest.java,L123998,1,0,22,4,0,3,5350,0
11192,L125804,RemoteStoreCopierTest.java,enterprise/com/src/test/java/org/neo4j/com/storecopy/RemoteStoreCopierTest.java,L125803,2,0,111,11,0,6,5350,0
11193,L125805,ThirdPartyDSStoreCopyIT.java,enterprise/com/src/test/java/org/neo4j/com/storecopy/ThirdPartyDSStoreCopyIT.java,L125803,4,0,221,17,0,7,5350,0
11194,L126956,ConsistencyCheckingError.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/ConsistencyCheckingError.java,L126955,3,0,25,2,0,2,310,0
11195,L126957,ConsistencyCheckService.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/ConsistencyCheckService.java,L126955,6,0,129,25,0,8,533,0
11196,L126958,ConsistencyCheckSettings.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/ConsistencyCheckSettings.java,L126955,1,0,39,9,0,5,533,0
11197,L126959,ConsistencyCheckTool.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/ConsistencyCheckTool.java,L126955,14,0,172,12,0,6,2319,0
11198,L126960,RecordType.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/RecordType.java,L126955,1,0,19,13,0,5,2319,0
11199,L126970,AbstractStoreProcessor.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/AbstractStoreProcessor.java,L126969,5,0,141,19,0,7,2319,0
11200,L126971,CheckDecorator.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/CheckDecorator.java,L126969,1,0,79,10,0,5,2319,0
11201,L126972,CheckerEngine.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/CheckerEngine.java,L126969,1,0,10,2,0,2,828,0
11202,L126973,ComparativeRecordChecker.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/ComparativeRecordChecker.java,L126969,1,0,8,4,0,4,828,0
11203,L126974,DynamicRecordCheck.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/DynamicRecordCheck.java,L126969,14,0,89,5,0,4,828,0
11204,L126975,DynamicStore.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/DynamicStore.java,L126969,1,0,107,7,0,4,1636,0
11205,L126976,InconsistentStoreException.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/InconsistentStoreException.java,L126969,1,0,15,2,0,2,310,0
11206,L126977,LabelChainWalker.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/LabelChainWalker.java,L126969,5,0,72,2,0,1,533,0
11207,L126978,LabelTokenRecordCheck.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/LabelTokenRecordCheck.java,L126969,1,0,25,5,0,2,828,0
11208,L126979,NeoStoreCheck.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/NeoStoreCheck.java,L126969,1,0,6,2,0,2,310,0
11209,L126980,NodeDynamicLabelOrphanChainStartCheck.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/NodeDynamicLabelOrphanChainStartCheck.java,L126969,7,0,68,3,0,2,828,0
11210,L126981,NodeField.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/NodeField.java,L126969,13,0,196,5,0,4,5350,0
11211,L126982,NodeRecordCheck.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/NodeRecordCheck.java,L126969,16,0,180,14,0,5,5350,0
11212,L126983,OwnerChain.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/OwnerChain.java,L126969,10,0,134,4,0,4,828,0
11213,L126984,PrimitiveRecordCheck.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/PrimitiveRecordCheck.java,L126969,15,0,116,4,0,4,828,0
11214,L126985,PropertyKeyTokenRecordCheck.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/PropertyKeyTokenRecordCheck.java,L126969,1,0,25,5,0,2,828,0
11215,L126986,PropertyRecordCheck.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/PropertyRecordCheck.java,L126969,35,0,338,6,0,4,828,0
11216,L126987,RecordCheck.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/RecordCheck.java,L126969,1,0,11,4,0,4,828,0
11217,L126988,RecordField.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/RecordField.java,L126969,1,0,12,4,0,4,828,0
11218,L126989,RelationshipRecordCheck.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/RelationshipRecordCheck.java,L126969,10,0,238,11,0,6,2319,0
11219,L126990,RelationshipTypeTokenRecordCheck.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/RelationshipTypeTokenRecordCheck.java,L126969,1,0,25,3,0,2,828,0
11220,L126991,SchemaRecordCheck.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/SchemaRecordCheck.java,L126969,25,0,198,7,0,3,828,0
11221,L126992,SchemaRuleContent.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/SchemaRuleContent.java,L126969,9,0,63,2,0,2,1636,0
11222,L126993,TokenRecordCheck.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/checking/TokenRecordCheck.java,L126969,5,0,49,3,0,2,828,0
11223,L132199,NodePropertiesReporter.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/repair/NodePropertiesReporter.java,L132198,5,0,46,4,0,3,505,0
11224,L132200,OwningNodeRelationshipChain.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/repair/OwningNodeRelationshipChain.java,L132198,2,0,27,2,0,2,310,0
11225,L132201,RecordSet.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/repair/RecordSet.java,L132198,6,0,66,2,0,2,310,0
11226,L132202,RelationshipChainDirection.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/repair/RelationshipChainDirection.java,L132198,3,0,27,3,0,3,236,0
11227,L132203,RelationshipChainExplorer.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/repair/RelationshipChainExplorer.java,L132198,6,0,58,5,0,4,5350,0
11228,L132204,RelationshipChainField.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/repair/RelationshipChainField.java,L132198,1,0,45,6,0,5,5350,0
11229,L132205,RelationshipNodeField.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/repair/RelationshipNodeField.java,L132198,1,0,22,5,0,4,828,0
11230,L132470,ConsistencyReport.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/report/ConsistencyReport.java,L132469,1,0,348,28,0,6,2319,0
11231,L132471,ConsistencyReporter.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/report/ConsistencyReporter.java,L132469,11,0,448,24,0,7,2319,0
11232,L132472,ConsistencySummaryStatistics.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/report/ConsistencySummaryStatistics.java,L132469,6,0,61,4,0,4,2319,0
11233,L132473,InconsistencyLogger.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/report/InconsistencyLogger.java,L132469,1,0,12,2,0,2,505,0
11234,L132474,InconsistencyMessageLogger.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/report/InconsistencyMessageLogger.java,L132469,5,0,67,2,0,2,505,0
11235,L132475,InconsistencyReport.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/report/InconsistencyReport.java,L132469,1,0,39,2,0,2,505,0
11236,L132476,PendingReferenceCheck.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/report/PendingReferenceCheck.java,L132469,4,0,58,3,0,3,828,0
11237,L133353,CacheSmallStoresRecordAccess.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/store/CacheSmallStoresRecordAccess.java,L133352,4,0,56,8,0,3,828,0
11238,L133354,DelegatingRecordAccess.java,enterprise/consistency-check/src/main/java/org/neo4j/consistency/store/DelegatingRecordAccess.java,L133352,1,0,137,4,0,3,5350,0
