,ID,Name,LongName,Parent,McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of developer commits,Number of committers,Number of bugs
4942,L40475,EmbeddedSocketAddress.java,transport/src/main/java/io/netty/channel/embedded/EmbeddedSocketAddress.java,L40472,1,0,5,0,5,1649,2,0
4943,L40476,package-info.java,transport/src/main/java/io/netty/channel/embedded/package-info.java,L40472,1,0,1,0,5,1649,2,0
4944,L40686,ChannelGroup.java,transport/src/main/java/io/netty/channel/group/ChannelGroup.java,L40685,1,0,28,1,21,1649,2,1
4945,L40687,ChannelGroupException.java,transport/src/main/java/io/netty/channel/group/ChannelGroupException.java,L40685,3,0,25,1,3,1649,1,0
4946,L40688,ChannelGroupFuture.java,transport/src/main/java/io/netty/channel/group/ChannelGroupFuture.java,L40685,1,0,36,1,13,1649,2,0
4947,L40689,ChannelGroupFutureListener.java,transport/src/main/java/io/netty/channel/group/ChannelGroupFutureListener.java,L40685,1,0,4,0,4,1649,2,0
4948,L40690,ChannelMatcher.java,transport/src/main/java/io/netty/channel/group/ChannelMatcher.java,L40685,1,0,5,0,1,1649,1,0
4949,L40691,ChannelMatchers.java,transport/src/main/java/io/netty/channel/group/ChannelMatchers.java,L40685,5,0,93,0,1,1649,1,0
4950,L40692,CombinedIterator.java,transport/src/main/java/io/netty/channel/group/CombinedIterator.java,L40685,9,0,50,0,4,4057,2,0
4951,L40693,DefaultChannelGroup.java,transport/src/main/java/io/netty/channel/group/DefaultChannelGroup.java,L40685,37,0,269,5,31,1649,2,1
4952,L40694,DefaultChannelGroupFuture.java,transport/src/main/java/io/netty/channel/group/DefaultChannelGroupFuture.java,L40685,18,0,199,3,27,1649,3,0
4953,L40695,package-info.java,transport/src/main/java/io/netty/channel/group/package-info.java,L40685,1,0,1,0,4,4057,2,0
4954,L41157,LocalAddress.java,transport/src/main/java/io/netty/channel/local/LocalAddress.java,L41156,4,0,50,1,8,1649,2,0
4955,L41158,LocalChannel.java,transport/src/main/java/io/netty/channel/local/LocalChannel.java,L41156,33,0,288,6,51,1649,3,2
4956,L41159,LocalChannelRegistry.java,transport/src/main/java/io/netty/channel/local/LocalChannelRegistry.java,L41156,5,0,36,0,6,4057,2,0
4957,L41160,LocalEventLoop.java,transport/src/main/java/io/netty/channel/local/LocalEventLoop.java,L41156,4,0,21,2,18,4057,3,0
4958,L41161,LocalEventLoopGroup.java,transport/src/main/java/io/netty/channel/local/LocalEventLoopGroup.java,L41156,1,0,20,2,11,4057,3,0
4959,L41162,LocalServerChannel.java,transport/src/main/java/io/netty/channel/local/LocalServerChannel.java,L41156,10,0,123,1,30,1649,3,0
4960,L41163,package-info.java,transport/src/main/java/io/netty/channel/local/package-info.java,L41156,1,0,1,0,4,4057,2,0
4961,L41803,AbstractNioByteChannel.java,transport/src/main/java/io/netty/channel/nio/AbstractNioByteChannel.java,L41802,33,0,186,4,27,1649,3,2
4962,L41804,AbstractNioChannel.java,transport/src/main/java/io/netty/channel/nio/AbstractNioChannel.java,L41802,28,0,224,0,19,1649,2,3
4963,L41805,AbstractNioMessageChannel.java,transport/src/main/java/io/netty/channel/nio/AbstractNioMessageChannel.java,L41802,20,0,104,4,14,4057,2,0
4964,L41806,NioEventLoop.java,transport/src/main/java/io/netty/channel/nio/NioEventLoop.java,L41802,86,0,493,3,31,1649,2,1
4965,L41807,NioEventLoopGroup.java,transport/src/main/java/io/netty/channel/nio/NioEventLoopGroup.java,L41802,3,0,37,1,6,4057,2,0
4966,L41808,NioTask.java,transport/src/main/java/io/netty/channel/nio/NioTask.java,L41802,1,0,8,0,1,1649,1,0
4967,L41809,package-info.java,transport/src/main/java/io/netty/channel/nio/package-info.java,L41802,1,0,1,0,1,1649,1,0
4968,L41810,SelectedSelectionKeySet.java,transport/src/main/java/io/netty/channel/nio/SelectedSelectionKeySet.java,L41802,7,0,80,0,1,4057,1,0
4969,L42278,AbstractOioByteChannel.java,transport/src/main/java/io/netty/channel/oio/AbstractOioByteChannel.java,L42277,25,0,135,1,12,4,3,1
4970,L42279,AbstractOioChannel.java,transport/src/main/java/io/netty/channel/oio/AbstractOioChannel.java,L42277,8,0,71,0,7,1649,2,1
4971,L42280,AbstractOioMessageChannel.java,transport/src/main/java/io/netty/channel/oio/AbstractOioMessageChannel.java,L42277,8,0,43,0,8,4057,2,0
4972,L42281,OioByteStreamChannel.java,transport/src/main/java/io/netty/channel/oio/OioByteStreamChannel.java,L42277,18,0,118,0,9,4057,3,0
4973,L42282,OioEventLoopGroup.java,transport/src/main/java/io/netty/channel/oio/OioEventLoopGroup.java,L42277,1,0,20,0,4,4057,2,0
4974,L42283,package-info.java,transport/src/main/java/io/netty/channel/oio/package-info.java,L42277,1,0,1,0,1,1649,1,0
4975,L42475,ChannelInputShutdownEvent.java,transport/src/main/java/io/netty/channel/socket/ChannelInputShutdownEvent.java,L42474,1,0,7,0,1,1649,1,0
4976,L42476,DatagramChannel.java,transport/src/main/java/io/netty/channel/socket/DatagramChannel.java,L42474,1,0,43,0,14,4057,3,0
4977,L42477,DatagramChannelConfig.java,transport/src/main/java/io/netty/channel/socket/DatagramChannelConfig.java,L42474,1,0,43,1,13,1649,2,1
4978,L42478,DatagramPacket.java,transport/src/main/java/io/netty/channel/socket/DatagramPacket.java,L42474,1,0,32,0,15,1649,2,0
4979,L42479,DefaultDatagramChannelConfig.java,transport/src/main/java/io/netty/channel/socket/DefaultDatagramChannelConfig.java,L42474,50,0,338,1,26,1649,3,2
4980,L42480,DefaultServerSocketChannelConfig.java,transport/src/main/java/io/netty/channel/socket/DefaultServerSocketChannelConfig.java,L42474,13,0,152,1,18,1649,3,0
4981,L42481,DefaultSocketChannelConfig.java,transport/src/main/java/io/netty/channel/socket/DefaultSocketChannelConfig.java,L42474,35,0,273,1,16,1649,3,1
4982,L42482,InternetProtocolFamily.java,transport/src/main/java/io/netty/channel/socket/InternetProtocolFamily.java,L42474,1,0,5,0,6,1649,2,0
4983,L42483,package-info.java,transport/src/main/java/io/netty/channel/socket/package-info.java,L42474,1,0,1,0,4,4057,2,0
4984,L42484,ServerSocketChannel.java,transport/src/main/java/io/netty/channel/socket/ServerSocketChannel.java,L42474,1,0,11,0,5,4057,2,0
4985,L42485,ServerSocketChannelConfig.java,transport/src/main/java/io/netty/channel/socket/ServerSocketChannelConfig.java,L42474,1,0,30,1,10,1649,2,0
4986,L42486,SocketChannel.java,transport/src/main/java/io/netty/channel/socket/SocketChannel.java,L42474,1,0,20,1,12,4057,3,0
4987,L42487,SocketChannelConfig.java,transport/src/main/java/io/netty/channel/socket/SocketChannelConfig.java,L42474,1,0,43,1,17,1649,3,1
4988,L42991,NioDatagramChannel.java,transport/src/main/java/io/netty/channel/socket/nio/NioDatagramChannel.java,L42990,47,0,402,3,68,4057,3,1
4989,L42992,NioDatagramChannelConfig.java,transport/src/main/java/io/netty/channel/socket/nio/NioDatagramChannelConfig.java,L42990,8,0,145,0,14,1649,3,0
4990,L42993,NioServerSocketChannel.java,transport/src/main/java/io/netty/channel/socket/nio/NioServerSocketChannel.java,L42990,5,0,108,1,51,4057,3,0
4991,L42994,NioSocketChannel.java,transport/src/main/java/io/netty/channel/socket/nio/NioSocketChannel.java,L42990,25,0,239,3,76,4057,3,1
4992,L42995,package-info.java,transport/src/main/java/io/netty/channel/socket/nio/package-info.java,L42990,1,0,1,0,3,4057,2,0
4993,L42996,ProtocolFamilyConverter.java,transport/src/main/java/io/netty/channel/socket/nio/ProtocolFamilyConverter.java,L42990,3,0,18,0,6,1649,2,0
4994,L43375,DefaultOioServerSocketChannelConfig.java,transport/src/main/java/io/netty/channel/socket/oio/DefaultOioServerSocketChannelConfig.java,L43374,5,0,123,1,5,1649,2,1
4995,L43376,DefaultOioSocketChannelConfig.java,transport/src/main/java/io/netty/channel/socket/oio/DefaultOioSocketChannelConfig.java,L43374,5,0,148,1,5,1649,2,1
4996,L43377,OioDatagramChannel.java,transport/src/main/java/io/netty/channel/socket/oio/OioDatagramChannel.java,L43374,27,0,331,1,55,4057,3,1
4997,L43378,OioServerSocketChannel.java,transport/src/main/java/io/netty/channel/socket/oio/OioServerSocketChannel.java,L43374,14,0,142,1,44,4057,3,0
4998,L43379,OioServerSocketChannelConfig.java,transport/src/main/java/io/netty/channel/socket/oio/OioServerSocketChannelConfig.java,L43374,1,0,36,1,5,1649,2,1
4999,L43380,OioSocketChannel.java,transport/src/main/java/io/netty/channel/socket/oio/OioSocketChannel.java,L43374,16,0,173,3,52,4057,3,0
5000,L43381,OioSocketChannelConfig.java,transport/src/main/java/io/netty/channel/socket/oio/OioSocketChannelConfig.java,L43374,1,0,47,1,5,1649,2,1
5001,L43382,package-info.java,transport/src/main/java/io/netty/channel/socket/oio/package-info.java,L43374,1,0,1,0,3,4057,2,0
5002,L36112,AbstractEventLoopTest.java,transport/src/test/java/io/netty/channel/AbstractEventLoopTest.java,L36111,1,0,45,1,8,4057,3,0
5003,L36113,CompleteChannelFutureTest.java,transport/src/test/java/io/netty/channel/CompleteChannelFutureTest.java,L36111,1,0,57,0,12,1649,3,0
5004,L36114,DefaultChannelPipelineTest.java,transport/src/test/java/io/netty/channel/DefaultChannelPipelineTest.java,L36111,20,0,403,2,39,4057,5,0
5005,L36115,FailedChannelFutureTest.java,transport/src/test/java/io/netty/channel/FailedChannelFutureTest.java,L36111,1,0,18,0,6,1649,2,0
5006,L36116,SingleThreadEventLoopTest.java,transport/src/test/java/io/netty/channel/SingleThreadEventLoopTest.java,L36111,36,0,350,4,25,4057,3,0
5007,L36117,SucceededChannelFutureTest.java,transport/src/test/java/io/netty/channel/SucceededChannelFutureTest.java,L36111,1,0,13,0,6,1649,2,0
5008,L45139,BootstrapTest.java,transport/src/test/java/io/netty/bootstrap/BootstrapTest.java,L45138,5,0,94,3,6,4057,1,0
5009,L40697,DefaultChannnelGroupTest.java,transport/src/test/java/io/netty/channel/group/DefaultChannnelGroupTest.java,L40696,2,0,36,2,6,4057,3,0
5010,L41165,LocalChannelTest.java,transport/src/test/java/io/netty/channel/local/LocalChannelTest.java,L41164,4,0,104,0,8,4057,2,0
5011,L41166,LocalTransportThreadModelTest.java,transport/src/test/java/io/netty/channel/local/LocalTransportThreadModelTest.java,L41164,53,0,465,3,68,1649,4,0
5012,L41167,LocalTransportThreadModelTest2.java,transport/src/test/java/io/netty/channel/local/LocalTransportThreadModelTest2.java,L41164,7,0,80,1,15,1649,4,0
5013,L41168,LocalTransportThreadModelTest3.java,transport/src/test/java/io/netty/channel/local/LocalTransportThreadModelTest3.java,L41164,24,0,269,1,9,1649,2,0
5014,L41812,NioDatagramChannelTest.java,transport/src/test/java/io/netty/channel/nio/NioDatagramChannelTest.java,L41811,2,0,40,0,6,4057,2,0
5015,L41813,NioEventLoopTest.java,transport/src/test/java/io/netty/channel/nio/NioEventLoopTest.java,L41811,1,0,15,0,2,4057,2,0
5016,L41814,NioSocketChannelTest.java,transport/src/test/java/io/netty/channel/nio/NioSocketChannelTest.java,L41811,3,0,99,2,3,4057,1,0
5017,L36127,DefaultRxtxChannelConfig.java,transport-rxtx/src/main/java/io/netty/channel/rxtx/DefaultRxtxChannelConfig.java,L36126,19,0,201,2,7,1649,3,1
5018,L36128,package-info.java,transport-rxtx/src/main/java/io/netty/channel/rxtx/package-info.java,L36126,1,0,1,0,3,1649,2,0
5019,L36129,RxtxChannel.java,transport-rxtx/src/main/java/io/netty/channel/rxtx/RxtxChannel.java,L36126,10,0,129,1,12,4057,3,1
5020,L36130,RxtxChannelConfig.java,transport-rxtx/src/main/java/io/netty/channel/rxtx/RxtxChannelConfig.java,L36126,7,0,105,2,13,1649,3,1
5021,L36131,RxtxChannelOption.java,transport-rxtx/src/main/java/io/netty/channel/rxtx/RxtxChannelOption.java,L36126,1,0,26,1,5,1649,3,1
5022,L36132,RxtxDeviceAddress.java,transport-rxtx/src/main/java/io/netty/channel/rxtx/RxtxDeviceAddress.java,L36126,1,0,12,0,4,4057,2,0
5023,L37420,DefaultUdtChannelConfig.java,transport-udt/src/main/java/io/netty/channel/udt/DefaultUdtChannelConfig.java,L37419,19,0,231,1,8,1649,3,2
5024,L37421,DefaultUdtServerChannelConfig.java,transport-udt/src/main/java/io/netty/channel/udt/DefaultUdtServerChannelConfig.java,L37419,4,0,144,1,6,1649,3,1
5025,L37422,package-info.java,transport-udt/src/main/java/io/netty/channel/udt/package-info.java,L37419,1,0,1,0,1,1649,1,0
5026,L37423,UdtChannel.java,transport-udt/src/main/java/io/netty/channel/udt/UdtChannel.java,L37419,1,0,12,0,1,1649,1,0
5027,L37424,UdtChannelConfig.java,transport-udt/src/main/java/io/netty/channel/udt/UdtChannelConfig.java,L37419,1,0,45,1,9,1649,3,1
5028,L37425,UdtChannelOption.java,transport-udt/src/main/java/io/netty/channel/udt/UdtChannelOption.java,L37419,1,0,16,0,3,1649,2,1
5029,L37426,UdtMessage.java,transport-udt/src/main/java/io/netty/channel/udt/UdtMessage.java,L37419,1,0,28,0,4,1649,2,0
5030,L37427,UdtServerChannel.java,transport-udt/src/main/java/io/netty/channel/udt/UdtServerChannel.java,L37419,1,0,5,0,2,4057,2,0
5031,L37428,UdtServerChannelConfig.java,transport-udt/src/main/java/io/netty/channel/udt/UdtServerChannelConfig.java,L37419,1,0,47,1,6,1649,3,1
5032,L37623,NioUdtAcceptorChannel.java,transport-udt/src/main/java/io/netty/channel/udt/nio/NioUdtAcceptorChannel.java,L37622,4,0,90,0,10,4057,3,0
5033,L37624,NioUdtByteAcceptorChannel.java,transport-udt/src/main/java/io/netty/channel/udt/nio/NioUdtByteAcceptorChannel.java,L37622,2,0,25,0,6,4057,2,0
5034,L37625,NioUdtByteConnectorChannel.java,transport-udt/src/main/java/io/netty/channel/udt/nio/NioUdtByteConnectorChannel.java,L37622,11,0,144,0,10,4057,2,0
5035,L37626,NioUdtByteRendezvousChannel.java,transport-udt/src/main/java/io/netty/channel/udt/nio/NioUdtByteRendezvousChannel.java,L37622,1,0,7,0,2,9,2,0
5036,L37627,NioUdtMessageAcceptorChannel.java,transport-udt/src/main/java/io/netty/channel/udt/nio/NioUdtMessageAcceptorChannel.java,L37622,2,0,25,0,6,4057,2,0
5037,L37628,NioUdtMessageConnectorChannel.java,transport-udt/src/main/java/io/netty/channel/udt/nio/NioUdtMessageConnectorChannel.java,L37622,17,0,170,0,12,4057,2,0
5038,L37629,NioUdtMessageRendezvousChannel.java,transport-udt/src/main/java/io/netty/channel/udt/nio/NioUdtMessageRendezvousChannel.java,L37622,1,0,9,0,1,1649,1,0
5039,L37630,NioUdtProvider.java,transport-udt/src/main/java/io/netty/channel/udt/nio/NioUdtProvider.java,L37622,20,0,131,0,4,9,3,0
5040,L37631,package-info.java,transport-udt/src/main/java/io/netty/channel/udt/nio/package-info.java,L37622,1,0,1,0,1,1649,1,0
5041,L44463,BenchXfer.java,transport-udt/src/test/java/io/netty/test/udt/bench/BenchXfer.java,L44462,2,0,21,0,1,9,1,0
5042,L44464,package-info.java,transport-udt/src/test/java/io/netty/test/udt/bench/package-info.java,L44462,1,0,1,0,1,9,1,0
5043,L44647,AbstractUdtTest.java,transport-udt/src/test/java/io/netty/test/udt/nio/AbstractUdtTest.java,L44646,1,0,10,0,3,4,3,0
5044,L44648,NioUdtByteAcceptorChannelTest.java,transport-udt/src/test/java/io/netty/test/udt/nio/NioUdtByteAcceptorChannelTest.java,L44646,1,0,10,0,3,4057,2,0
5045,L44649,NioUdtByteConnectorChannelTest.java,transport-udt/src/test/java/io/netty/test/udt/nio/NioUdtByteConnectorChannelTest.java,L44646,1,0,10,0,3,4057,2,0
5046,L44650,NioUdtByteRendezvousChannelTest.java,transport-udt/src/test/java/io/netty/test/udt/nio/NioUdtByteRendezvousChannelTest.java,L44646,3,0,74,1,10,4057,4,0
5047,L44651,NioUdtMessageAcceptorChannelTest.java,transport-udt/src/test/java/io/netty/test/udt/nio/NioUdtMessageAcceptorChannelTest.java,L44646,1,0,10,0,3,4057,2,0
5048,L44652,NioUdtMessageConnectorChannelTest.java,transport-udt/src/test/java/io/netty/test/udt/nio/NioUdtMessageConnectorChannelTest.java,L44646,1,0,10,0,3,4057,2,0
5049,L44653,NioUdtMessageRendezvousChannelTest.java,transport-udt/src/test/java/io/netty/test/udt/nio/NioUdtMessageRendezvousChannelTest.java,L44646,3,0,68,1,10,4057,4,0
5050,L44654,NioUdtProviderTest.java,transport-udt/src/test/java/io/netty/test/udt/nio/NioUdtProviderTest.java,L44646,1,0,18,0,3,4,3,0
5051,L44655,package-info.java,transport-udt/src/test/java/io/netty/test/udt/nio/package-info.java,L44646,1,0,1,0,1,4,1,0
5052,L44713,CaliperBench.java,transport-udt/src/test/java/io/netty/test/udt/util/CaliperBench.java,L44712,3,0,49,0,5,4,4,0
5053,L44714,CaliperMeasure.java,transport-udt/src/test/java/io/netty/test/udt/util/CaliperMeasure.java,L44712,5,0,119,0,2,4,2,0
5054,L44715,CaliperRunner.java,transport-udt/src/test/java/io/netty/test/udt/util/CaliperRunner.java,L44712,11,0,155,0,5,4,4,0
5055,L44716,CustomReporter.java,transport-udt/src/test/java/io/netty/test/udt/util/CustomReporter.java,L44712,12,0,192,0,1,9,1,0
5056,L44717,EchoByteHandler.java,transport-udt/src/test/java/io/netty/test/udt/util/EchoByteHandler.java,L44712,3,0,43,0,12,1649,4,0
5057,L44718,EchoMessageHandler.java,transport-udt/src/test/java/io/netty/test/udt/util/EchoMessageHandler.java,L44712,3,0,44,0,12,1649,3,0
5058,L44719,package-info.java,transport-udt/src/test/java/io/netty/test/udt/util/package-info.java,L44712,1,0,1,0,1,9,1,0
5059,L44720,TrafficControl.java,transport-udt/src/test/java/io/netty/test/udt/util/TrafficControl.java,L44712,5,0,40,0,4,4057,3,0
5060,L44721,UnitHelp.java,transport-udt/src/test/java/io/netty/test/udt/util/UnitHelp.java,L44712,24,0,189,0,6,4057,4,0
5061,L44485,package-info.java,transport-udt/src/test/java/io/netty/test/udt/bench/xfer/package-info.java,L44484,1,0,1,0,1,9,1,0
5062,L44486,TcpNative.java,transport-udt/src/test/java/io/netty/test/udt/bench/xfer/TcpNative.java,L44484,1,0,32,0,1,9,1,0
5063,L44487,UdtNative.java,transport-udt/src/test/java/io/netty/test/udt/bench/xfer/UdtNative.java,L44484,15,0,190,0,1,9,1,0
5064,L44488,UdtNetty.java,transport-udt/src/test/java/io/netty/test/udt/bench/xfer/UdtNetty.java,L44484,1,0,83,1,6,4057,3,0
5065,L114,AbstractByteBuf.java,buffer/src/main/java/io/netty/buffer/AbstractByteBuf.java,L113,76,0,857,2,39,4057,4,2
5066,L115,AbstractByteBufAllocator.java,buffer/src/main/java/io/netty/buffer/AbstractByteBufAllocator.java,L113,12,0,107,2,5,1649,2,0
5067,L116,AbstractDerivedByteBuf.java,buffer/src/main/java/io/netty/buffer/AbstractDerivedByteBuf.java,L113,1,0,34,0,3,1649,2,0
5068,L117,AbstractMessageBuf.java,buffer/src/main/java/io/netty/buffer/AbstractMessageBuf.java,L113,25,0,185,1,6,1649,2,1
5069,L118,AbstractReferenceCounted.java,buffer/src/main/java/io/netty/buffer/AbstractReferenceCounted.java,L113,19,0,83,0,3,1649,2,1
5070,L119,AbstractReferenceCountedByteBuf.java,buffer/src/main/java/io/netty/buffer/AbstractReferenceCountedByteBuf.java,L113,19,0,86,0,4,1649,2,1
5071,L120,Buf.java,buffer/src/main/java/io/netty/buffer/Buf.java,L113,1,0,13,0,6,1649,2,0
5072,L121,BufType.java,buffer/src/main/java/io/netty/buffer/BufType.java,L113,1,0,5,0,1,4057,1,0
5073,L122,BufUtil.java,buffer/src/main/java/io/netty/buffer/BufUtil.java,L113,56,0,290,0,2,4057,1,0
5074,L123,ByteBuf.java,buffer/src/main/java/io/netty/buffer/ByteBuf.java,L113,1,0,166,1,31,4057,4,1
5075,L124,ByteBufAllocator.java,buffer/src/main/java/io/netty/buffer/ByteBufAllocator.java,L113,1,0,19,2,6,1649,2,0
5076,L125,ByteBufHolder.java,buffer/src/main/java/io/netty/buffer/ByteBufHolder.java,L113,1,0,9,0,3,1649,2,0
5077,L126,ByteBufIndexFinder.java,buffer/src/main/java/io/netty/buffer/ByteBufIndexFinder.java,L113,5,0,68,0,4,4057,2,0
5078,L127,ByteBufInputStream.java,buffer/src/main/java/io/netty/buffer/ByteBufInputStream.java,L113,17,0,170,0,6,4057,3,0
5079,L128,ByteBufOutputStream.java,buffer/src/main/java/io/netty/buffer/ByteBufOutputStream.java,L113,6,0,88,0,4,4057,2,0
5080,L129,CompositeByteBuf.java,buffer/src/main/java/io/netty/buffer/CompositeByteBuf.java,L113,1,0,151,0,50,1649,5,1
5081,L130,DefaultByteBufHolder.java,buffer/src/main/java/io/netty/buffer/DefaultByteBufHolder.java,L113,5,0,51,0,4,1649,2,1
5082,L131,DefaultCompositeByteBuf.java,buffer/src/main/java/io/netty/buffer/DefaultCompositeByteBuf.java,L113,161,0,1322,4,42,1649,6,7
